"dataset","backend","graph_mode","knn_recall_at_k","affinity_edge_jaccard","affinity_weight_pearson","affinity_weight_spearman","affinity_weight_l1_similarity","umap_graph_edge_jaccard","umap_graph_weight_pearson","umap_graph_weight_spearman","umap_graph_weight_l1_similarity","validation_sample_n","suite","profile","source_file"
"TabulaMuris","cuda","fuzzy",1,1,0.999999999999994,0.999999999743775,0.999999991826941,1,0.999999999892679,0.999978290147732,0.974845463436793,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/standard/cuda/20260722_155959_1071198/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cuda","binary",1,1,0.999999999999994,0.999999999743775,0.999999991826941,1,,,1,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/standard/cuda/20260722_155959_1071198/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","fuzzy",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,0.999961437197002,0.999956985368109,0,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/USPS/landmark/cpu1/20260726_110711_1117507/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","binary",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,-0.000397539929378201,,0,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/USPS/landmark/cpu1/20260726_110711_1117507/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","fuzzy",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,0.999961437197002,0.999956985368109,0,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/USPS/landmark/cpu4/20260726_110212_1117518/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","binary",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,-0.000397539929378201,,0,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/USPS/landmark/cpu4/20260726_110212_1117518/knn_affinity_umap_graph_agreement.csv"
"USPS","cuda","fuzzy",0.998833333333333,0.997664260855348,0.993276553727621,0.998080236810846,0.998834316848218,0.997664260855348,0.999946815315626,0.999872712003519,0,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/USPS/landmark/cuda/20260726_111548_1117529/knn_affinity_umap_graph_agreement.csv"
"USPS","cuda","binary",0.998833333333333,0.997664260855348,0.993276553727621,0.998080236810846,0.998834316848218,0.997664260855348,-0.00116923508640647,,0,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/USPS/landmark/cuda/20260726_111548_1117529/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","fuzzy",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,0.999961437197002,0.999956985368109,0,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/USPS/standard/cpu1/20260721_084502_1071177/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","binary",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,-0.000397539929378201,,0,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/USPS/standard/cpu1/20260721_084502_1071177/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","fuzzy",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,0.999961437197002,0.999956985368109,0,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/USPS/standard/cpu4/20260721_084502_1071188/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","binary",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,-0.000397539929378201,,0,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/USPS/standard/cpu4/20260721_084502_1071188/knn_affinity_umap_graph_agreement.csv"
